2305	4618
2305	8
2305	257
2305	2817
2305	8846
2305	337
2305	8724
2305	13361
2305	14465
2305	6565
2305	401
2305	386
2305	4579
2305	8721
2305	1057
2305	4867
2305	1045
2305	4098
2305	1293
2305	10389
2305	4615
2305	3395
2305	8193
2305	5473
2305	7689
2305	2179
2305	4124
2305	6529
2305	33
2305	1537
2305	14422
2305	8388
2305	8213
2305	4166
2305	12295
2305	2081
2305	10252
2305	6454
2305	8449
2305	3581
2305	1037
2305	10258
2305	642
2305	1025
2305	7249
2305	8279
2305	33
2305	10245
2305	11359
2305	2243
2305	12933
2305	8193
2305	1257
2305	10307
2305	4225
2305	133
2305	15502
2305	79
2305	8225
2305	227
2305	6302
2305	1031
2305	1061
2305	13697
2305	1165
2305	8202
2305	11311
2305	1297
2305	8721
2305	129
2305	42
2305	291
2305	8257
2305	2953
2305	11757
2305	18
2305	1289
2305	1772
2305	1543
2305	6665
2305	2115
2305	1545
2305	4362
2305	7373
2305	8225
2305	7286
2305	3586
2305	1057
2305	77
2305	65
2305	7183
2305	321
2305	389
2305	2053
2305	15974
2305	8260
2305	8197
2305	136
2305	8712
2305	9794
2305	14467
2305	1167
2305	561
2305	1041
2305	1089
2305	11305
2305	81
2305	5648
2305	907
2305	4641
2305	1
2305	4313
2305	5164
2305	6
2305	37
2305	453
2305	11777
2305	9633
2305	4101
2305	10249
2305	4738
2305	9
2305	9242
2305	17
2305	4097
2305	265
2305	145
2305	3109
2305	529
2305	4237
2305	4506
2305	5121
2305	9385
2305	2433
2305	3
2305	388
2305	4099
2305	12453
2305	4376
2305	6152
2305	1069
2305	4113
2305	2571
2305	595
2305	131
2305	8757
2305	4417
2305	66
2305	1
2305	8387
2305	5
2305	329
2305	12869
2305	1281
2305	131
2305	25
2305	4134
2305	6147
2305	4490
2305	5157
2305	8397
2305	14274
2305	4365
2305	4102
2305	9298
2305	10771
2305	33
2305	4135
2305	9225
2305	529
2305	3745
2305	5253
2305	25
2305	4514
2305	2065
2305	2123
2305	43
2305	533
2305	106
2305	8517
2305	4161
2305	145
2305	8801
2305	6161
2305	10290
2305	34
2305	813
2305	8493
2305	1219
2305	8497
2305	4161
2305	20
2305	8226
2305	1025
2305	8389
2305	12289
2305	2105
2305	8491
2305	67
2305	5377
2305	1816
2305	7459
2305	4100
2305	25
2305	771
2305	13313
2305	8450
2305	2825
2305	1078
2305	77
2305	31
2305	2817
2305	2597
2305	2593
2305	1
2305	2186
2305	12865
2305	210
2305	11535
2305	5665
2305	113
2305	8221
2305	182
2305	6249
2305	8853
2305	2081
2305	2
2305	514
2305	963
2305	1108
2305	273
2305	2209
2305	3148
2305	1093
2305	2049
2305	1058
2305	5134
2305	8971
2305	8284
2305	5525
2305	4362
2305	5838
2305	148
2305	5857
2305	1217
2305	12
2305	1
2305	6979
2305	8193
2305	8334
2305	8737
2305	6809
2305	514
2305	2
2305	309
2305	12434
2305	2059
2305	4289
2305	10305
2305	2181
2305	5666
2305	8406
2305	1311
2305	13345
2305	8321
2305	17
2305	577
2305	4329
2305	267
2305	4150
2305	8297
2305	1538
2305	9218
2305	3
2305	1026
2305	1
2305	1282
2305	12293
2305	1201
2305	2308
2305	8194
2305	4105
2305	4665
2305	12529
2305	8193
2305	8209
2305	1378
2305	1048
2305	5505
2305	1411
2305	1570
2305	1218
2305	5251
2305	1986
2305	4097
2305	7689
2305	10116
2305	6215
2305	9603
2305	9729
2305	1035
2305	9
2305	1207
2305	664
2305	8387
2305	67
2305	2057
2305	129
2305	1163
2305	10296
2305	7170
2305	4137
2305	1233
2305	2049
2305	133
2305	2290
2305	1063
2305	2195
2305	1
2305	5281
2305	358
2305	10
2305	12481
2305	4354
2305	4105
2305	8385
2305	5
2305	12326
2305	2053
2305	837
2305	392
2305	546
2305	8457
2305	8729
2305	4225
2305	5173
2305	10289
2305	8961
2305	2249
2305	9
2305	2581
2305	3201
2305	9
2305	1045
2305	1537
2305	1281
2305	4401
2305	13353
2305	8535
2305	6158
2305	1175
2305	8238
2305	4165
2305	2148
2305	2581
2305	5141
2305	2369
2305	7428
2305	9282
2305	3077
2305	4121
2305	1025
2305	12299
2305	8540
2305	1537
2305	2097
2305	5634
2305	517
2305	4
2305	516
2305	34
2305	13322
2306	4523
2306	802
2306	981
2306	5121
2306	12
2306	2516
2306	9388
2306	413
2306	1546
2306	146
2306	1539
2306	2072
2306	2054
2306	9090
2306	1039
2306	257
2306	8203
2306	4619
2306	4099
2306	3187
2306	19
2306	1039
2306	6145
2306	8642
2306	225
2306	4110
2306	14857
2306	41
2306	6195
2306	9089
2306	73
2306	2312
2306	1037
2306	129
2306	6323
2306	4627
2306	522
2306	35
2306	10860
2306	8847
2306	513
2306	3333
2306	6287
2306	514
2306	727
2306	5
2306	11595
2306	1537
2306	10241
2306	12305
2306	1219
2306	330
2306	2222
2306	8321
2306	385
2306	2177
2306	3075
2306	1675
2306	6785
2306	4369
2306	7169
2306	306
2306	4133
2306	5209
2306	137
2306	39
2306	13
2306	2113
2306	4617
2306	279
2306	2181
2306	643
2306	683
2306	7
2306	14857
2306	1075
2306	37
2306	5707
2306	137
2306	25
2306	9
2306	1061
2306	8229
2306	2052
2306	4226
2306	8279
2306	657
2306	4097
2306	5398
2306	4611
2306	11331
2306	260
2306	1153
2306	5137
2306	66
2306	2061
2306	4107
2306	8194
2306	65
2306	8215
2306	8513
2306	65
2306	11785
2306	11
2306	577
2306	4354
2306	289
2306	1065
2306	13957
2306	14022
2306	17
2306	5255
2306	1729
2306	1
2306	4745
2306	4117
2306	17
2306	646
2306	12353
2306	2057
2306	4625
2306	524
2306	193
2306	8321
2306	9345
2306	4609
2306	257
2306	3101
2306	10929
2306	329
2306	14355
2306	8195
2306	546
2306	641
2306	12313
2306	258
2306	57
2306	3
2306	10329
2306	1025
2306	12801
2306	294
2306	1099
2306	8297
2306	4289
2306	8193
2306	5129
2306	5833
2306	10
2306	9377
2306	12321
2306	4177
2306	273
2306	2195
2306	1025
2306	5705
2306	6403
2306	8707
2306	3346
2306	4130
2306	8197
2306	3457
2306	8581
2306	12310
2306	4721
2306	513
2306	2123
2306	712
2306	293
2306	10265
2306	11145
2306	337
2306	2082
2306	33
2306	513
2306	129
2306	1417
2306	155
2306	21
2306	2177
2306	8193
2306	65
2306	2229
2306	515
2306	97
2306	4357
2306	3080
2306	9349
2306	6273
2306	2945
2306	9474
2306	193
2306	3427
2306	6659
2306	2401
2306	514
2306	1682
2306	1
2306	2
2306	2
2306	1873
2306	4260
2306	15368
2306	4373
2306	8307
2306	8194
2306	8769
2306	8753
2306	10385
2306	10521
2306	4165
2306	1537
2306	5249
2306	737
2306	1426
2306	1
2306	5137
2306	9217
2306	961
2306	7
2306	10763
2306	4105
2306	33
2306	1026
2306	569
2306	5147
2306	1058
2306	10241
2306	8200
2306	8275
2306	10337
2306	213
2306	4481
2306	2945
2306	2049
2306	8259
2306	1089
2306	4609
2306	1290
2306	4165
2306	10285
2306	587
2306	1029
2306	9
2306	5681
2306	1029
2306	8709
2306	4105
2306	1
2306	613
2306	4450
2306	2
2306	5121
2306	8969
2306	233
2306	1099
2306	41
2306	515
2306	12338
2306	17
2306	81
2306	2049
2306	11346
2306	10436
2306	85
2306	169
2306	418
2306	97
2306	4451
2306	2059
2306	1
2306	17
2306	2059
2306	77
2306	17
2306	155
2306	830
2306	8705
2306	642
2307	65
2307	3
2307	9219
2307	4113
2307	101
2307	1027
2307	1161
2307	1297
2307	33
2307	266
2307	770
2307	6401
2307	9223
2307	4145
2307	161
2307	4501
2307	1589
2307	197
2307	9269
