449	729
449	2
449	1
449	43
449	177
449	5
449	6466
449	10306
449	4097
449	3621
449	285
449	3329
449	1041
449	1076
449	389
449	8339
449	11809
449	2341
449	2153
449	481
449	130
449	4527
449	577
449	3
449	6157
449	10770
449	56
449	2185
449	2066
449	11941
449	81
449	537
449	3
449	2065
449	12673
449	9105
449	146
449	8313
449	8362
449	25
449	25
449	1025
449	1
449	4633
449	33
449	2095
449	1026
449	1
449	6177
449	3084
449	9380
449	8705
449	11306
449	8257
449	2273
449	1027
449	545
449	225
449	278
449	8241
449	1577
449	121
449	3107
449	65
449	33
449	8976
449	9300
449	2433
449	9
449	9225
449	14921
449	6401
449	17
449	1073
449	523
449	1635
449	641
449	2817
449	13059
449	9281
449	4642
449	34
449	12289
449	654
449	2729
449	8277
449	827
449	33
449	8469
449	65
449	517
449	613
449	10761
449	12485
449	2
449	9
449	2577
449	5167
449	8204
449	5188
449	1537
449	8228
449	3
449	10317
449	8201
449	6690
449	4259
449	2150
449	1611
449	98
449	77
449	1794
449	70
449	65
449	1
449	4619
449	2753
449	1669
449	8279
449	5121
449	12629
449	1346
449	11
449	13569
449	6018
449	1057
449	65
449	6153
449	5251
449	12806
449	770
449	1327
450	8193
450	10439
450	33
450	8450
450	1801
450	3317
450	84
450	8251
450	3365
450	2119
450	145
450	7197
450	13849
450	2114
450	769
450	24
450	8
450	2121
450	8771
450	4129
450	10837
450	4129
450	9221
450	4105
450	4625
450	12289
450	4113
450	11
450	35
450	1091
450	1225
450	9778
450	67
450	596
450	5283
450	9417
450	1665
450	21
450	533
450	1025
450	1
450	1673
450	4101
450	8321
450	321
450	8225
450	8454
450	1377
450	749
450	2049
450	17
450	41
450	12081
450	3713
450	2177
450	2571
450	181
450	18
450	5637
450	10371
450	5161
450	12337
450	9994
450	1313
450	8449
450	493
450	10306
450	9602
450	4289
450	8417
450	14369
450	18
450	1045
450	5
450	8738
450	33
450	9498
450	706
450	9261
450	6145
451	1
451	21
451	5633
451	3846
451	3587
451	2673
451	8193
451	8197
451	18
451	549
